<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.03.06	15:00:00	1.08688	1.08850	1.08684	1.08848	5198	0	0
2024.03.06	16:00:00	1.08848	1.08895	1.08831	1.08870	4075	0	0
2024.03.06	17:00:00	1.08844	1.09088	1.08814	1.09051	5618	0	0
2024.03.06	18:00:00	1.09052	1.09151	1.08995	1.09122	4300	0	0
2024.03.06	19:00:00	1.09123	1.09154	1.08995	1.09024	4071	0	0
2024.03.06	20:00:00	1.09025	1.09078	1.09006	1.09030	3664	0	0
2024.03.06	21:00:00	1.09026	1.09027	1.08933	1.08968	4105	0	0
2024.03.06	22:00:00	1.08966	1.08995	1.08929	1.08990	3086	0	0
2024.03.06	23:00:00	1.08990	1.08994	1.08953	1.08988	1358	0	0
2024.03.07	00:00:00	1.08937	1.09010	1.08925	1.08972	441	0	0
2024.03.07	01:00:00	1.08970	1.09016	1.08970	1.08995	674	0	0
2024.03.07	02:00:00	1.08996	1.09073	1.08994	1.09031	1942	0	0
2024.03.07	03:00:00	1.09032	1.09042	1.08966	1.08980	2636	0	0
2024.03.07	04:00:00	1.08979	1.08991	1.08937	1.08985	1570	0	0
2024.03.07	05:00:00	1.08983	1.09015	1.08955	1.09005	1398	0	0
2024.03.07	06:00:00	1.09005	1.09056	1.09003	1.09037	1726	0	0
2024.03.07	07:00:00	1.09036	1.09057	1.08998	1.09005	1585	0	0
2024.03.07	08:00:00	1.09004	1.09030	1.08986	1.09017	1786	0	0
2024.03.07	09:00:00	1.09021	1.09044	1.08913	1.08938	3199	0	0
2024.03.07	10:00:00	1.08937	1.08979	1.08877	1.08978	3374	0	0
2024.03.07	11:00:00	1.08977	1.09029	1.08929	1.09016	2742	0	0
2024.03.07	12:00:00	1.09016	1.09020	1.08897	1.08966	2490	0	0
2024.03.07	13:00:00	1.08965	1.08992	1.08925	1.08941	2401	0	0
2024.03.07	14:00:00	1.08940	1.09003	1.08923	1.08944	2517	0	0
2024.03.07	15:00:00	1.08944	1.08968	1.08679	1.08725	5975	0	0
2024.03.07	16:00:00	1.08723	1.09195	1.08693	1.09156	6445	0	0
2024.03.07	17:00:00	1.09158	1.09309	1.09082	1.09300	4367	0	0
2024.03.07	18:00:00	1.09299	1.09421	1.09247	1.09403	4214	0	0
2024.03.07	19:00:00	1.09401	1.09417	1.09314	1.09371	2517	0	0
2024.03.07	20:00:00	1.09370	1.09447	1.09366	1.09422	2055	0	0
2024.03.07	21:00:00	1.09422	1.09488	1.09407	1.09468	1931	0	0
2024.03.07	22:00:00	1.09468	1.09493	1.09426	1.09470	1873	0	0
2024.03.07	23:00:00	1.09471	1.09490	1.09457	1.09481	1174	0	0
2024.03.08	00:00:00	1.09464	1.09477	1.09401	1.09468	1070	0	5
2024.03.08	01:00:00	1.09466	1.09514	1.09466	1.09510	448	0	0
2024.03.08	02:00:00	1.09512	1.09558	1.09504	1.09514	1635	0	0
2024.03.08	03:00:00	1.09513	1.09529	1.09466	1.09480	1864	0	0
2024.03.08	04:00:00	1.09479	1.09509	1.09450	1.09458	1469	0	0
2024.03.08	05:00:00	1.09458	1.09480	1.09442	1.09473	1230	0	0
2024.03.08	06:00:00	1.09473	1.09492	1.09445	1.09457	1002	0	0
2024.03.08	07:00:00	1.09456	1.09486	1.09449	1.09465	1560	0	0
2024.03.08	08:00:00	1.09465	1.09492	1.09443	1.09482	1694	0	0
2024.03.08	09:00:00	1.09481	1.09512	1.09317	1.09338	3568	0	0
2024.03.08	10:00:00	1.09337	1.09391	1.09292	1.09359	2979	0	0
2024.03.08	11:00:00	1.09358	1.09374	1.09262	1.09353	3694	0	0
2024.03.08	12:00:00	1.09352	1.09371	1.09264	1.09336	3473	0	0
2024.03.08	13:00:00	1.09338	1.09390	1.09296	1.09347	2448	0	0
2024.03.08	14:00:00	1.09344	1.09351	1.09281	1.09319	2618	0	0
2024.03.08	15:00:00	1.09319	1.09812	1.09183	1.09583	6771	0	0
2024.03.08	16:00:00	1.09585	1.09666	1.09449	1.09578	7057	0	0
2024.03.08	17:00:00	1.09578	1.09618	1.09434	1.09609	4859	0	0
2024.03.08	18:00:00	1.09610	1.09613	1.09375	1.09404	5146	0	0
2024.03.08	19:00:00	1.09404	1.09459	1.09370	1.09395	4948	0	0
2024.03.08	20:00:00	1.09394	1.09401	1.09334	1.09371	3834	0	0
2024.03.08	21:00:00	1.09371	1.09422	1.09344	1.09418	2826	0	0
2024.03.08	22:00:00	1.09418	1.09440	1.09346	1.09364	2094	0	0
2024.03.08	23:00:00	1.09364	1.09405	1.09352	1.09377	1153	0	0
2024.03.11	00:00:00	1.09420	1.09426	1.09330	1.09392	343	0	1
2024.03.11	01:00:00	1.09392	1.09404	1.09357	1.09374	740	0	0
2024.03.11	02:00:00	1.09374	1.09437	1.09374	1.09428	3083	0	0
2024.03.11	03:00:00	1.09428	1.09466	1.09382	1.09424	3004	0	0
2024.03.11	04:00:00	1.09424	1.09458	1.09390	1.09406	2926	0	0
2024.03.11	05:00:00	1.09405	1.09423	1.09372	1.09388	2468	0	0
2024.03.11	06:00:00	1.09388	1.09445	1.09381	1.09414	1853	0	0
2024.03.11	07:00:00	1.09414	1.09417	1.09370	1.09387	2383	0	0
2024.03.11	08:00:00	1.09387	1.09421	1.09387	1.09413	1687	0	0
2024.03.11	09:00:00	1.09413	1.09438	1.09355	1.09422	2090	0	0
2024.03.11	10:00:00	1.09422	1.09475	1.09372	1.09421	3694	0	0
2024.03.11	11:00:00	1.09419	1.09481	1.09386	1.09446	5066	0	0
2024.03.11	12:00:00	1.09446	1.09450	1.09340	1.09347	3345	0	0
2024.03.11	13:00:00	1.09347	1.09436	1.09331	1.09417	2939	0	0
2024.03.11	14:00:00	1.09418	1.09435	1.09378	1.09430	2290	0	0
2024.03.11	15:00:00	1.09430	1.09434	1.09295	1.09295	4475	0	0
2024.03.11	16:00:00	1.09295	1.09317	1.09178	1.09196	4690	0	0
2024.03.11	17:00:00	1.09197	1.09249	1.09159	1.09245	5468	0	0
2024.03.11	18:00:00	1.09246	1.09288	1.09146	1.09273	5282	0	0
2024.03.11	19:00:00	1.09274	1.09281	1.09228	1.09273	4347	0	0
2024.03.11	20:00:00	1.09273	1.09303	1.09246	1.09253	4411	0	0
2024.03.11	21:00:00	1.09253	1.09263	1.09184	1.09241	3672	0	0
2024.03.11	22:00:00	1.09241	1.09265	1.09220	1.09263	2851	0	0
2024.03.11	23:00:00	1.09263	1.09276	1.09252	1.09252	1189	0	0
2024.03.12	00:00:00	1.09186	1.09262	1.09156	1.09253	3904	0	0
2024.03.12	01:00:00	1.09253	1.09271	1.09238	1.09252	698	0	0
2024.03.12	02:00:00	1.09252	1.09310	1.09251	1.09307	1149	0	0
2024.03.12	03:00:00	1.09308	1.09323	1.09285	1.09287	2045	0	0
2024.03.12	04:00:00	1.09287	1.09344	1.09269	1.09337	2110	0	0
2024.03.12	05:00:00	1.09338	1.09365	1.09303	1.09363	2493	0	0
2024.03.12	06:00:00	1.09363	1.09381	1.09342	1.09364	1501	0	0
2024.03.12	07:00:00	1.09362	1.09382	1.09347	1.09369	1400	0	0
2024.03.12	08:00:00	1.09369	1.09393	1.09367	1.09386	1581	0	0
2024.03.12	09:00:00	1.09385	1.09391	1.09343	1.09382	2211	0	0
2024.03.12	10:00:00	1.09382	1.09395	1.09316	1.09320	4223	0	0
2024.03.12	11:00:00	1.09320	1.09335	1.09214	1.09249	4241	0	0
2024.03.12	12:00:00	1.09249	1.09335	1.09232	1.09304	3346	0	0
2024.03.12	13:00:00	1.09304	1.09345	1.09267	1.09341	2953	0	0
2024.03.12	14:00:00	1.09341	1.09355	1.09319	1.09336	2808	0	0
2024.03.12	15:00:00	1.09336	1.09438	1.09028	1.09201	8452	0	0
2024.03.12	16:00:00	1.09201	1.09231	1.09023	1.09107	9125	0	0
2024.03.12	17:00:00	1.09108	1.09195	1.09065	1.09171	6435	0	0
2024.03.12	18:00:00	1.09171	1.09186	1.09075	1.09176	4402	0	0
2024.03.12	19:00:00	1.09177	1.09192	1.09137	1.09176	3675	0	0
2024.03.12	20:00:00	1.09176	1.09208	1.09128	1.09194	4338	0	0
2024.03.12	21:00:00	1.09194	1.09247	1.09185	1.09242	2806	0	0
2024.03.12	22:00:00	1.09242	1.09260	1.09211	1.09258	2412	0	0
2024.03.12	23:00:00	1.09258	1.09274	1.09251	1.09261	914	0	0
2024.03.13	00:00:00	1.09247	1.09269	1.09228	1.09261	2179	0	6
2024.03.13	01:00:00	1.09261	1.09288	1.09259	1.09275	657	0	0
2024.03.13	02:00:00	1.09275	1.09290	1.09265	1.09268	1057	0	0
2024.03.13	03:00:00	1.09268	1.09297	1.09259	1.09270	2368	0	0
2024.03.13	04:00:00	1.09270	1.09290	1.09235	1.09240	2734	0	0
2024.03.13	05:00:00	1.09241	1.09276	1.09235	1.09270	2126	0	0
2024.03.13	06:00:00	1.09270	1.09308	1.09252	1.09279	1583	0	0
2024.03.13	07:00:00	1.09279	1.09282	1.09222	1.09235	1871	0	0
2024.03.13	08:00:00	1.09236	1.09290	1.09228	1.09288	1682	0	0
2024.03.13	09:00:00	1.09288	1.09293	1.09254	1.09280	2367	0	0
2024.03.13	10:00:00	1.09280	1.09320	1.09209	1.09267	2579	0	0
2024.03.13	11:00:00	1.09268	1.09329	1.09262	1.09277	3421	0	0
2024.03.13	12:00:00	1.09278	1.09281	1.09201	1.09233	3484	0	0
2024.03.13	13:00:00	1.09233	1.09334	1.09223	1.09306	2453	0	0
2024.03.13	14:00:00	1.09306	1.09459	1.09302	1.09422	2513	0	0
2024.03.13	15:00:00	1.09422	1.09475	1.09336	1.09367	4294	0	0
2024.03.13	16:00:00	1.09368	1.09421	1.09360	1.09372	4722	0	0
2024.03.13	17:00:00	1.09372	1.09444	1.09314	1.09421	4966	0	0
2024.03.13	18:00:00	1.09421	1.09472	1.09381	1.09435	4537	0	0
2024.03.13	19:00:00	1.09436	1.09495	1.09401	1.09491	3916	0	0
2024.03.13	20:00:00	1.09492	1.09639	1.09487	1.09570	3972	0	0
2024.03.13	21:00:00	1.09571	1.09585	1.09503	1.09509	3089	0	0
2024.03.13	22:00:00	1.09509	1.09518	1.09457	1.09473	3354	0	0
2024.03.13	23:00:00	1.09473	1.09493	1.09470	1.09479	1157	0	0
2024.03.14	00:00:00	1.09473	1.09520	1.09438	1.09479	2184	0	4
2024.03.14	01:00:00	1.09479	1.09512	1.09479	1.09489	724	0	0
2024.03.14	02:00:00	1.09489	1.09532	1.09489	1.09532	1177	0	0
2024.03.14	03:00:00	1.09532	1.09549	1.09460	1.09487	1755	0	0
2024.03.14	04:00:00	1.09488	1.09530	1.09452	1.09490	1820	0	0
2024.03.14	05:00:00	1.09490	1.09499	1.09431	1.09439	1214	0	0
2024.03.14	06:00:00	1.09440	1.09454	1.09413	1.09423	1833	0	0
2024.03.14	07:00:00	1.09423	1.09429	1.09391	1.09425	1533	0	0
2024.03.14	08:00:00	1.09425	1.09432	1.09392	1.09397	1124	0	0
2024.03.14	09:00:00	1.09398	1.09420	1.09371	1.09378	1906	0	0
2024.03.14	10:00:00	1.09377	1.09430	1.09317	1.09354	3677	0	0
2024.03.14	11:00:00	1.09354	1.09442	1.09353	1.09378	4434	0	0
2024.03.14	12:00:00	1.09379	1.09444	1.09370	1.09414	3016	0	0
2024.03.14	13:00:00	1.09415	1.09455	1.09379	1.09397	2651	0	0
2024.03.14	14:00:00	1.09397	1.09436	1.09377	1.09415	2473	0	0
2024.03.14	15:00:00	1.09415	1.09448	1.09243	1.09301	7146	0	0
2024.03.14	16:00:00	1.09301	1.09312	1.09088	1.09121	7740	0	0
2024.03.14	17:00:00	1.09121	1.09142	1.08960	1.08978	6383	0	0
2024.03.14	18:00:00	1.08978	1.08996	1.08829	1.08877	5315	0	0
2024.03.14	19:00:00	1.08877	1.08927	1.08847	1.08872	4331	0	0
2024.03.14	20:00:00	1.08872	1.08891	1.08810	1.08865	2995	0	0
2024.03.14	21:00:00	1.08865	1.08900	1.08839	1.08850	2879	0	0
2024.03.14	22:00:00	1.08850	1.08912	1.08807	1.08911	2911	0	0
2024.03.14	23:00:00	1.08912	1.08919	1.08831	1.08836	1622	0	0
2024.03.15	00:00:00	1.08814	1.08852	1.08800	1.08851	2629	0	0
2024.03.15	01:00:00	1.08851	1.08860	1.08833	1.08841	617	0	0
2024.03.15	02:00:00	1.08841	1.08852	1.08825	1.08827	1231	0	0
2024.03.15	03:00:00	1.08827	1.08846	1.08760	1.08780	2420	0	0
2024.03.15	04:00:00	1.08780	1.08802	1.08756	1.08772	2173	0	0
2024.03.15	05:00:00	1.08772	1.08773	1.08730	1.08733	2249	0	0
2024.03.15	06:00:00	1.08733	1.08782	1.08733	1.08770	1929	0	0
2024.03.15	07:00:00	1.08770	1.08774	1.08749	1.08766	1813	0	0
2024.03.15	08:00:00	1.08765	1.08774	1.08733	1.08771	1750	0	0
2024.03.15	09:00:00	1.08770	1.08807	1.08756	1.08798	2360	0	0
2024.03.15	10:00:00	1.08798	1.08850	1.08786	1.08809	2821	0	0
2024.03.15	11:00:00	1.08809	1.08870	1.08781	1.08830	4102	0	0
2024.03.15	12:00:00	1.08829	1.08997	1.08826	1.08981	3103	0	0
2024.03.15	13:00:00	1.08982	1.08997	1.08891	1.08911	2900	0	0
2024.03.15	14:00:00	1.08911	1.08965	1.08870	1.08937	2251	0	0
2024.03.15	15:00:00	1.08937	1.08942	1.08844	1.08873	4984	0	0
2024.03.15	16:00:00	1.08873	1.08949	1.08833	1.08865	6099	0	0
2024.03.15	17:00:00	1.08865	1.08945	1.08844	1.08880	5734	0	0
2024.03.15	18:00:00	1.08880	1.08891	1.08813	1.08877	4160	0	0
2024.03.15	19:00:00	1.08877	1.08900	1.08837	1.08859	3965	0	0
2024.03.15	20:00:00	1.08858	1.08880	1.08834	1.08838	3551	0	0
2024.03.15	21:00:00	1.08839	1.08912	1.08838	1.08904	2679	0	0
2024.03.15	22:00:00	1.08903	1.08914	1.08870	1.08894	1897	0	0
2024.03.15	23:00:00	1.08894	1.08898	1.08866	1.08866	944	0	0
2024.03.18	00:00:00	1.08903	1.08910	1.08756	1.08880	486	0	12
2024.03.18	01:00:00	1.08880	1.08911	1.08861	1.08866	814	0	0
2024.03.18	02:00:00	1.08866	1.08867	1.08818	1.08836	1748	0	0
2024.03.18	03:00:00	1.08837	1.08882	1.08805	1.08853	1597	0	0
2024.03.18	04:00:00	1.08853	1.08901	1.08829	1.08892	1819	0	0
2024.03.18	05:00:00	1.08892	1.08919	1.08877	1.08892	2100	0	0
2024.03.18	06:00:00	1.08893	1.08906	1.08854	1.08854	1203	0	0
2024.03.18	07:00:00	1.08854	1.08883	1.08853	1.08876	836	0	0
2024.03.18	08:00:00	1.08876	1.08886	1.08853	1.08871	1191	0	0
2024.03.18	09:00:00	1.08871	1.08894	1.08867	1.08891	1379	0	0
2024.03.18	10:00:00	1.08891	1.08965	1.08889	1.08925	2849	0	0
2024.03.18	11:00:00	1.08924	1.08979	1.08909	1.08939	3857	0	0
2024.03.18	12:00:00	1.08939	1.09006	1.08927	1.08995	2964	0	0
2024.03.18	13:00:00	1.08994	1.09020	1.08963	1.08999	2717	0	0
2024.03.18	14:00:00	1.08999	1.09062	1.08989	1.09025	2750	0	0
2024.03.18	15:00:00	1.09025	1.09051	1.08899	1.08922	3231	0	0
2024.03.18	16:00:00	1.08923	1.08936	1.08856	1.08892	3826	0	0
2024.03.18	17:00:00	1.08892	1.08934	1.08844	1.08858	3559	0	0
2024.03.18	18:00:00	1.08857	1.08891	1.08811	1.08853	3505	0	0
2024.03.18	19:00:00	1.08853	1.08854	1.08695	1.08725	3615	0	0
2024.03.18	20:00:00	1.08725	1.08752	1.08661	1.08686	2904	0	0
2024.03.18	21:00:00	1.08686	1.08712	1.08674	1.08711	1513	0	0
2024.03.18	22:00:00	1.08711	1.08734	1.08677	1.08693	1970	0	0
2024.03.18	23:00:00	1.08693	1.08725	1.08692	1.08721	992	0	0
2024.03.19	00:00:00	1.08705	1.08732	1.08680	1.08730	1665	0	5
2024.03.19	01:00:00	1.08730	1.08740	1.08713	1.08719	616	0	0
2024.03.19	02:00:00	1.08719	1.08736	1.08713	1.08734	1009	0	0
2024.03.19	03:00:00	1.08734	1.08746	1.08693	1.08694	2623	0	0
2024.03.19	04:00:00	1.08695	1.08719	1.08668	1.08684	2568	0	0
2024.03.19	05:00:00	1.08684	1.08748	1.08683	1.08735	2761	0	0
2024.03.19	06:00:00	1.08735	1.08764	1.08700	1.08739	4923	0	0
2024.03.19	07:00:00	1.08739	1.08767	1.08674	1.08707	2812	0	0
2024.03.19	08:00:00	1.08707	1.08722	1.08630	1.08643	2637	0	0
2024.03.19	09:00:00	1.08643	1.08685	1.08620	1.08676	3271	0	0
2024.03.19	10:00:00	1.08677	1.08677	1.08517	1.08547	3390	0	0
2024.03.19	11:00:00	1.08548	1.08562	1.08424	1.08475	4429	0	0
2024.03.19	12:00:00	1.08475	1.08502	1.08347	1.08366	4197	0	0
2024.03.19	13:00:00	1.08366	1.08460	1.08366	1.08445	3352	0	0
2024.03.19	14:00:00	1.08445	1.08517	1.08431	1.08504	2850	0	0
2024.03.19	15:00:00	1.08504	1.08561	1.08457	1.08518	5411	0	0
2024.03.19	16:00:00	1.08518	1.08575	1.08493	1.08543	4225	0	0
2024.03.19	17:00:00	1.08543	1.08656	1.08537	1.08624	4798	0	0
2024.03.19	18:00:00	1.08624	1.08624	1.08533	1.08585	3308	0	0
2024.03.19	19:00:00	1.08585	1.08639	1.08545	1.08635	3517	0	0
2024.03.19	20:00:00	1.08635	1.08675	1.08598	1.08635	2921	0	0
2024.03.19	21:00:00	1.08635	1.08652	1.08614	1.08626	2551	0	0
2024.03.19	22:00:00	1.08627	1.08657	1.08611	1.08649	2580	0	0
2024.03.19	23:00:00	1.08649	1.08665	1.08641	1.08656	1016	0	0
2024.03.20	00:00:00	1.08586	1.08671	1.08570	1.08652	1641	0	2
2024.03.20	01:00:00	1.08652	1.08665	1.08647	1.08655	485	0	0
2024.03.20	02:00:00	1.08655	1.08665	1.08617	1.08617	1030	0	0
2024.03.20	03:00:00	1.08617	1.08650	1.08583	1.08645	1606	0	0
2024.03.20	04:00:00	1.08645	1.08658	1.08622	1.08643	1563	0	0
2024.03.20	05:00:00	1.08643	1.08694	1.08627	1.08689	1247	0	0
2024.03.20	06:00:00	1.08689	1.08711	1.08678	1.08700	993	0	0
2024.03.20	07:00:00	1.08701	1.08706	1.08663	1.08667	1126	0	0
2024.03.20	08:00:00	1.08668	1.08684	1.08653	1.08658	1292	0	0
2024.03.20	09:00:00	1.08658	1.08707	1.08651	1.08704	1273	0	0
2024.03.20	10:00:00	1.08705	1.08721	1.08650	1.08655	3126	0	0
2024.03.20	11:00:00	1.08654	1.08654	1.08501	1.08522	3574	0	0
2024.03.20	12:00:00	1.08522	1.08524	1.08366	1.08392	3748	0	0
2024.03.20	13:00:00	1.08391	1.08429	1.08365	1.08397	3655	0	0
2024.03.20	14:00:00	1.08397	1.08438	1.08372	1.08427	2984	0	0
2024.03.20	15:00:00	1.08428	1.08450	1.08379	1.08423	3286	0	0
2024.03.20	16:00:00	1.08423	1.08456	1.08373	1.08446	3146	0	0
2024.03.20	17:00:00	1.08446	1.08513	1.08438	1.08497	3118	0	0
2024.03.20	18:00:00	1.08498	1.08563	1.08488	1.08547	2527	0	0
2024.03.20	19:00:00	1.08547	1.08613	1.08536	1.08607	2169	0	0
2024.03.20	20:00:00	1.08607	1.08670	1.08587	1.08649	2544	0	0
2024.03.20	21:00:00	1.08642	1.09177	1.08638	1.09143	13078	0	0
2024.03.20	22:00:00	1.09144	1.09228	1.09020	1.09210	7414	0	0
2024.03.20	23:00:00	1.09210	1.09227	1.09185	1.09220	2974	0	0
2024.03.21	00:00:00	1.09190	1.09231	1.09115	1.09197	5486	0	0
2024.03.21	01:00:00	1.09197	1.09324	1.09197	1.09322	1230	0	0
2024.03.21	02:00:00	1.09322	1.09375	1.09293	1.09374	1761	0	0
2024.03.21	03:00:00	1.09374	1.09375	1.09307	1.09335	3803	0	0
2024.03.21	04:00:00	1.09335	1.09390	1.09332	1.09353	3243	0	0
2024.03.21	05:00:00	1.09353	1.09373	1.09327	1.09355	1733	0	0
2024.03.21	06:00:00	1.09355	1.09371	1.09336	1.09350	1858	0	0
2024.03.21	07:00:00	1.09350	1.09354	1.09328	1.09331	1156	0	0
2024.03.21	08:00:00	1.09332	1.09369	1.09317	1.09318	1538	0	0
2024.03.21	09:00:00	1.09318	1.09382	1.09317	1.09378	1832	0	0
2024.03.21	10:00:00	1.09378	1.09426	1.09256	1.09288	3281	0	0
2024.03.21	11:00:00	1.09288	1.09288	1.08873	1.08918	6724	0	0
2024.03.21	12:00:00	1.08918	1.09149	1.08891	1.09130	5049	0	0
2024.03.21	13:00:00	1.09130	1.09236	1.09124	1.09194	3605	0	0
2024.03.21	14:00:00	1.09194	1.09204	1.09050	1.09096	2994	0	0
2024.03.21	15:00:00	1.09096	1.09170	1.09036	1.09116	6305	0	0
2024.03.21	16:00:00	1.09115	1.09118	1.08844	1.08857	6616	0	0
2024.03.21	17:00:00	1.08856	1.08860	1.08706	1.08789	6583	0	0
2024.03.21	18:00:00	1.08789	1.08790	1.08558	1.08606	5297	0	0
2024.03.21	19:00:00	1.08605	1.08648	1.08581	1.08610	5384	0	0
2024.03.21	20:00:00	1.08610	1.08663	1.08561	1.08579	3352	0	0
2024.03.21	21:00:00	1.08579	1.08632	1.08574	1.08625	2317	0	0
2024.03.21	22:00:00	1.08625	1.08629	1.08555	1.08568	2515	0	0
2024.03.21	23:00:00	1.08570	1.08602	1.08568	1.08597	1373	0	0
2024.03.22	00:00:00	1.08554	1.08612	1.08528	1.08600	3086	0	8
2024.03.22	01:00:00	1.08600	1.08625	1.08598	1.08620	512	0	0
2024.03.22	02:00:00	1.08620	1.08631	1.08608	1.08620	912	0	0
2024.03.22	03:00:00	1.08621	1.08681	1.08621	1.08652	1592	0	0
2024.03.22	04:00:00	1.08651	1.08658	1.08501	1.08506	2991	0	0
2024.03.22	05:00:00	1.08506	1.08523	1.08389	1.08391	2898	0	0
2024.03.22	06:00:00	1.08391	1.08413	1.08360	1.08380	1955	0	0
2024.03.22	07:00:00	1.08380	1.08381	1.08312	1.08333	1480	0	0
2024.03.22	08:00:00	1.08333	1.08421	1.08333	1.08416	1826	0	0
2024.03.22	09:00:00	1.08416	1.08416	1.08270	1.08306	2615	0	0
2024.03.22	10:00:00	1.08305	1.08348	1.08211	1.08248	3763	0	0
2024.03.22	11:00:00	1.08248	1.08297	1.08082	1.08118	4941	0	0
2024.03.22	12:00:00	1.08118	1.08234	1.08118	1.08162	4689	0	0
2024.03.22	13:00:00	1.08162	1.08217	1.08147	1.08164	3626	0	0
2024.03.22	14:00:00	1.08164	1.08224	1.08117	1.08161	3655	0	0
2024.03.22	15:00:00	1.08161	1.08311	1.08146	1.08265	4848	0	0
2024.03.22	16:00:00	1.08265	1.08298	1.08186	1.08295	4317	0	0
2024.03.22	17:00:00	1.08295	1.08316	1.08148	1.08150	3711	0	0
2024.03.22	18:00:00	1.08150	1.08219	1.08105	1.08159	3274	0	0
2024.03.22	19:00:00	1.08159	1.08171	1.08058	1.08058	2814	0	0
2024.03.22	20:00:00	1.08058	1.08107	1.08049	1.08060	2268	0	0
2024.03.22	21:00:00	1.08060	1.08077	1.08041	1.08042	1870	0	0
2024.03.22	22:00:00	1.08042	1.08069	1.08018	1.08057	1311	0	0
2024.03.22	23:00:00	1.08057	1.08099	1.08050	1.08081	1222	0	0
2024.03.25	00:00:00	1.08074	1.08105	1.08066	1.08078	150	0	2
2024.03.25	01:00:00	1.08078	1.08087	1.08046	1.08086	528	0	0
2024.03.25	02:00:00	1.08085	1.08100	1.08068	1.08073	1137	0	0
2024.03.25	03:00:00	1.08073	1.08099	1.08027	1.08036	2148	0	0
2024.03.25	04:00:00	1.08036	1.08198	1.08022	1.08171	2917	0	0
2024.03.25	05:00:00	1.08170	1.08222	1.08158	1.08217	2537	0	0
2024.03.25	06:00:00	1.08217	1.08218	1.08118	1.08137	2289	0	0
2024.03.25	07:00:00	1.08137	1.08142	1.08107	1.08131	1595	0	0
2024.03.25	08:00:00	1.08131	1.08224	1.08125	1.08223	1577	0	0
2024.03.25	09:00:00	1.08223	1.08223	1.08165	1.08176	2165	0	0
2024.03.25	10:00:00	1.08176	1.08231	1.08139	1.08139	2490	0	0
2024.03.25	11:00:00	1.08139	1.08238	1.08073	1.08138	2803	0	0
2024.03.25	12:00:00	1.08138	1.08216	1.08116	1.08177	2373	0	0
2024.03.25	13:00:00	1.08177	1.08220	1.08164	1.08180	2298	0	0
2024.03.25	14:00:00	1.08179	1.08296	1.08164	1.08285	2164	0	0
2024.03.25	15:00:00	1.08285	1.08341	1.08280	1.08307	3378	0	0
2024.03.25	16:00:00	1.08307	1.08379	1.08293	1.08350	3562	0	0
2024.03.25	17:00:00	1.08350	1.08425	1.08339	1.08390	4096	0	0
2024.03.25	18:00:00	1.08391	1.08392	1.08315	1.08367	2734	0	0
2024.03.25	19:00:00	1.08367	1.08384	1.08331	1.08367	2249	0	0
2024.03.25	20:00:00	1.08367	1.08379	1.08333	1.08365	2172	0	0
2024.03.25	21:00:00	1.08364	1.08371	1.08351	1.08360	1413	0	0
2024.03.25	22:00:00	1.08360	1.08400	1.08357	1.08393	1502	0	0
2024.03.25	23:00:00	1.08393	1.08408	1.08357	1.08373	977	0	0
2024.03.26	00:00:00	1.08360	1.08372	1.08317	1.08363	4765	0	4
2024.03.26	01:00:00	1.08363	1.08384	1.08363	1.08371	495	0	0
2024.03.26	02:00:00	1.08371	1.08386	1.08363	1.08371	603	0	0
2024.03.26	03:00:00	1.08371	1.08429	1.08362	1.08427	1265	0	0
2024.03.26	04:00:00	1.08427	1.08454	1.08388	1.08406	2557	0	0
2024.03.26	05:00:00	1.08406	1.08444	1.08398	1.08427	1615	0	0
2024.03.26	06:00:00	1.08427	1.08443	1.08358	1.08369	1217	0	0
2024.03.26	07:00:00	1.08369	1.08413	1.08365	1.08402	979	0	0
2024.03.26	08:00:00	1.08403	1.08482	1.08398	1.08472	1291	0	0
2024.03.26	09:00:00	1.08472	1.08520	1.08463	1.08507	1669	0	0
2024.03.26	10:00:00	1.08507	1.08529	1.08398	1.08424	2913	0	0
2024.03.26	11:00:00	1.08424	1.08517	1.08387	1.08496	3690	0	0
2024.03.26	12:00:00	1.08496	1.08560	1.08456	1.08537	4388	0	0
2024.03.26	13:00:00	1.08537	1.08644	1.08530	1.08553	3396	0	0
2024.03.26	14:00:00	1.08553	1.08599	1.08534	1.08571	3073	0	0
2024.03.26	15:00:00	1.08571	1.08594	1.08487	1.08521	4163	0	0
2024.03.26	16:00:00	1.08520	1.08586	1.08468	1.08530	3722	0	0
2024.03.26	17:00:00	1.08531	1.08548	1.08381	1.08411	4048	0	0
2024.03.26	18:00:00	1.08411	1.08443	1.08252	1.08282	3839	0	0
2024.03.26	19:00:00	1.08283	1.08323	1.08244	1.08284	2817	0	0
2024.03.26	20:00:00	1.08284	1.08358	1.08269	1.08305	2093	0	0
2024.03.26	21:00:00	1.08305	1.08348	1.08298	1.08328	1585	0	0
2024.03.26	22:00:00	1.08329	1.08350	1.08286	1.08286	2086	0	0
2024.03.26	23:00:00	1.08286	1.08319	1.08284	1.08312	1336	0	0
2024.03.27	00:00:00	1.08304	1.08323	1.08301	1.08319	1738	0	5
2024.03.27	01:00:00	1.08319	1.08331	1.08317	1.08327	469	0	0
2024.03.27	02:00:00	1.08327	1.08332	1.08303	1.08325	957	0	0
2024.03.27	03:00:00	1.08325	1.08328	1.08275	1.08296	2053	0	0
