<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.22	00:00:00	1.08854	1.08861	1.08820	1.08846	692	0	28
2024.07.22	01:00:00	1.08846	1.09001	1.08846	1.08998	1203	0	0
2024.07.22	02:00:00	1.08998	1.09028	1.08983	1.08989	1911	0	0
2024.07.22	03:00:00	1.08989	1.08999	1.08925	1.08940	2217	0	0
2024.07.22	04:00:00	1.08940	1.08951	1.08849	1.08868	2438	0	0
2024.07.22	05:00:00	1.08868	1.08954	1.08848	1.08928	2511	0	0
2024.07.22	06:00:00	1.08928	1.08939	1.08909	1.08917	1783	0	0
2024.07.22	07:00:00	1.08917	1.08929	1.08871	1.08877	2103	0	0
2024.07.22	08:00:00	1.08877	1.08878	1.08826	1.08847	2214	0	0
2024.07.22	09:00:00	1.08848	1.08903	1.08789	1.08810	4195	0	0
2024.07.22	10:00:00	1.08811	1.08882	1.08806	1.08873	4465	0	0
2024.07.22	11:00:00	1.08873	1.08926	1.08850	1.08882	3085	0	0
2024.07.22	12:00:00	1.08882	1.08955	1.08872	1.08920	2434	0	0
2024.07.22	13:00:00	1.08920	1.08929	1.08854	1.08895	3048	0	0
2024.07.22	14:00:00	1.08895	1.08913	1.08840	1.08858	2835	0	0
2024.07.22	15:00:00	1.08859	1.08887	1.08752	1.08782	4347	0	0
2024.07.22	16:00:00	1.08781	1.08864	1.08755	1.08806	4003	0	0
2024.07.22	17:00:00	1.08806	1.08858	1.08732	1.08846	4293	0	0
2024.07.22	18:00:00	1.08846	1.08863	1.08767	1.08800	3650	0	0
2024.07.22	19:00:00	1.08800	1.08869	1.08790	1.08865	2615	0	0
2024.07.22	20:00:00	1.08865	1.08919	1.08865	1.08903	2708	0	0
2024.07.22	21:00:00	1.08903	1.08906	1.08878	1.08896	1840	0	0
2024.07.22	22:00:00	1.08896	1.08896	1.08860	1.08873	1800	0	0
2024.07.22	23:00:00	1.08872	1.08914	1.08863	1.08905	773	0	0
2024.07.23	00:00:00	1.08906	1.08929	1.08844	1.08899	1063	0	6
2024.07.23	01:00:00	1.08899	1.08925	1.08899	1.08910	569	0	0
2024.07.23	02:00:00	1.08910	1.08916	1.08890	1.08891	886	0	0
2024.07.23	03:00:00	1.08891	1.08926	1.08872	1.08898	2300	0	0
2024.07.23	04:00:00	1.08898	1.08941	1.08876	1.08888	2595	0	0
2024.07.23	05:00:00	1.08888	1.08938	1.08884	1.08919	2082	0	0
2024.07.23	06:00:00	1.08922	1.08968	1.08921	1.08944	1801	0	0
2024.07.23	07:00:00	1.08943	1.08949	1.08907	1.08909	1531	0	0
2024.07.23	08:00:00	1.08909	1.08914	1.08883	1.08902	1256	0	0
2024.07.23	09:00:00	1.08902	1.08904	1.08794	1.08850	2688	0	0
2024.07.23	10:00:00	1.08850	1.08887	1.08741	1.08763	4186	0	0
2024.07.23	11:00:00	1.08763	1.08825	1.08681	1.08779	3532	0	0
2024.07.23	12:00:00	1.08779	1.08783	1.08661	1.08674	2868	0	0
2024.07.23	13:00:00	1.08674	1.08691	1.08566	1.08616	3283	0	0
2024.07.23	14:00:00	1.08616	1.08685	1.08562	1.08572	2808	0	0
2024.07.23	15:00:00	1.08572	1.08636	1.08549	1.08561	3428	0	0
2024.07.23	16:00:00	1.08561	1.08563	1.08459	1.08492	3576	0	0
2024.07.23	17:00:00	1.08493	1.08554	1.08440	1.08448	3385	0	0
2024.07.23	18:00:00	1.08448	1.08579	1.08448	1.08544	3089	0	0
2024.07.23	19:00:00	1.08544	1.08580	1.08520	1.08535	2829	0	0
2024.07.23	20:00:00	1.08535	1.08566	1.08507	1.08532	3027	0	0
2024.07.23	21:00:00	1.08532	1.08556	1.08514	1.08523	2146	0	0
2024.07.23	22:00:00	1.08523	1.08526	1.08493	1.08509	1756	0	0
2024.07.23	23:00:00	1.08509	1.08562	1.08496	1.08530	877	0	0
2024.07.24	00:00:00	1.08534	1.08543	1.08482	1.08538	376	0	4
2024.07.24	01:00:00	1.08541	1.08544	1.08496	1.08510	993	0	0
2024.07.24	02:00:00	1.08510	1.08522	1.08487	1.08498	987	0	0
2024.07.24	03:00:00	1.08498	1.08503	1.08458	1.08468	1432	0	0
2024.07.24	04:00:00	1.08468	1.08504	1.08459	1.08484	2901	0	0
2024.07.24	05:00:00	1.08484	1.08484	1.08418	1.08430	1600	0	0
2024.07.24	06:00:00	1.08430	1.08458	1.08427	1.08453	1968	0	0
2024.07.24	07:00:00	1.08453	1.08478	1.08435	1.08469	2641	0	0
2024.07.24	08:00:00	1.08469	1.08534	1.08467	1.08528	2210	0	0
2024.07.24	09:00:00	1.08528	1.08528	1.08426	1.08434	3446	0	0
2024.07.24	10:00:00	1.08434	1.08540	1.08258	1.08293	4810	0	0
2024.07.24	11:00:00	1.08294	1.08377	1.08259	1.08351	3751	0	0
2024.07.24	12:00:00	1.08351	1.08414	1.08324	1.08408	3203	0	0
2024.07.24	13:00:00	1.08408	1.08464	1.08403	1.08427	2434	0	0
2024.07.24	14:00:00	1.08428	1.08490	1.08387	1.08463	3272	0	0
2024.07.24	15:00:00	1.08463	1.08594	1.08457	1.08583	4069	0	0
2024.07.24	16:00:00	1.08583	1.08630	1.08517	1.08545	5327	0	0
2024.07.24	17:00:00	1.08545	1.08667	1.08506	1.08538	5480	0	0
2024.07.24	18:00:00	1.08539	1.08578	1.08517	1.08529	3679	0	0
2024.07.24	19:00:00	1.08529	1.08530	1.08476	1.08510	2726	0	0
2024.07.24	20:00:00	1.08510	1.08551	1.08460	1.08464	2228	0	0
2024.07.24	21:00:00	1.08464	1.08464	1.08368	1.08377	2698	0	0
2024.07.24	22:00:00	1.08377	1.08427	1.08360	1.08389	2137	0	0
2024.07.24	23:00:00	1.08389	1.08403	1.08378	1.08392	953	0	0
2024.07.25	00:00:00	1.08396	1.08405	1.08362	1.08401	335	0	4
2024.07.25	01:00:00	1.08401	1.08422	1.08379	1.08394	1004	0	0
2024.07.25	02:00:00	1.08394	1.08402	1.08376	1.08381	1423	0	0
2024.07.25	03:00:00	1.08381	1.08415	1.08350	1.08396	3528	0	0
2024.07.25	04:00:00	1.08396	1.08430	1.08375	1.08382	3064	0	0
2024.07.25	05:00:00	1.08382	1.08416	1.08364	1.08396	2678	0	0
2024.07.25	06:00:00	1.08397	1.08441	1.08390	1.08429	2371	0	0
2024.07.25	07:00:00	1.08429	1.08436	1.08378	1.08401	2074	0	0
2024.07.25	08:00:00	1.08401	1.08456	1.08384	1.08453	2339	0	0
2024.07.25	09:00:00	1.08452	1.08453	1.08335	1.08348	3348	0	0
2024.07.25	10:00:00	1.08349	1.08532	1.08284	1.08493	5033	0	0
2024.07.25	11:00:00	1.08493	1.08578	1.08434	1.08463	5114	0	0
2024.07.25	12:00:00	1.08462	1.08561	1.08440	1.08516	3837	0	0
2024.07.25	13:00:00	1.08516	1.08590	1.08481	1.08515	3613	0	0
2024.07.25	14:00:00	1.08515	1.08539	1.08438	1.08458	2880	0	0
2024.07.25	15:00:00	1.08458	1.08551	1.08364	1.08498	6020	0	0
2024.07.25	16:00:00	1.08499	1.08508	1.08303	1.08391	6265	0	0
2024.07.25	17:00:00	1.08391	1.08570	1.08363	1.08547	6209	0	0
2024.07.25	18:00:00	1.08547	1.08648	1.08545	1.08601	4727	0	0
2024.07.25	19:00:00	1.08601	1.08636	1.08566	1.08621	3901	0	0
2024.07.25	20:00:00	1.08622	1.08701	1.08540	1.08545	4033	0	0
2024.07.25	21:00:00	1.08544	1.08550	1.08479	1.08479	3384	0	0
2024.07.25	22:00:00	1.08479	1.08538	1.08456	1.08460	3070	0	0
2024.07.25	23:00:00	1.08460	1.08466	1.08435	1.08449	1091	0	0
2024.07.26	00:00:00	1.08456	1.08468	1.08421	1.08452	275	0	5
2024.07.26	01:00:00	1.08448	1.08487	1.08437	1.08472	882	0	0
2024.07.26	02:00:00	1.08472	1.08516	1.08470	1.08515	1982	0	0
2024.07.26	03:00:00	1.08515	1.08557	1.08514	1.08540	2672	0	0
2024.07.26	04:00:00	1.08540	1.08596	1.08521	1.08582	3093	0	0
2024.07.26	05:00:00	1.08582	1.08606	1.08548	1.08554	2284	0	0
2024.07.26	06:00:00	1.08554	1.08586	1.08541	1.08584	2118	0	0
2024.07.26	07:00:00	1.08584	1.08599	1.08569	1.08585	1837	0	0
2024.07.26	08:00:00	1.08584	1.08609	1.08567	1.08574	2022	0	0
2024.07.26	09:00:00	1.08574	1.08574	1.08506	1.08524	2932	0	0
2024.07.26	10:00:00	1.08524	1.08556	1.08449	1.08493	3481	0	0
2024.07.26	11:00:00	1.08493	1.08532	1.08422	1.08516	3679	0	0
2024.07.26	12:00:00	1.08516	1.08567	1.08501	1.08541	2580	0	0
2024.07.26	13:00:00	1.08541	1.08588	1.08510	1.08564	2523	0	0
2024.07.26	14:00:00	1.08564	1.08615	1.08523	1.08612	2383	0	0
2024.07.26	15:00:00	1.08612	1.08655	1.08485	1.08607	4353	0	0
2024.07.26	16:00:00	1.08607	1.08674	1.08592	1.08654	4025	0	0
2024.07.26	17:00:00	1.08654	1.08683	1.08516	1.08559	5215	0	0
2024.07.26	18:00:00	1.08559	1.08602	1.08527	1.08579	3489	0	0
2024.07.26	19:00:00	1.08581	1.08670	1.08565	1.08655	2530	0	0
2024.07.26	20:00:00	1.08654	1.08656	1.08581	1.08607	2536	0	0
2024.07.26	21:00:00	1.08607	1.08635	1.08563	1.08568	2505	0	0
2024.07.26	22:00:00	1.08569	1.08592	1.08555	1.08578	2318	0	0
2024.07.26	23:00:00	1.08578	1.08579	1.08551	1.08554	633	0	0
2024.07.29	00:00:00	1.08541	1.08648	1.08541	1.08561	842	0	27
2024.07.29	01:00:00	1.08560	1.08601	1.08552	1.08561	1210	0	0
2024.07.29	02:00:00	1.08561	1.08568	1.08529	1.08529	1397	0	0
2024.07.29	03:00:00	1.08529	1.08666	1.08510	1.08635	2764	0	0
2024.07.29	04:00:00	1.08635	1.08682	1.08608	1.08659	3365	0	0
2024.07.29	05:00:00	1.08659	1.08701	1.08644	1.08644	2552	0	0
2024.07.29	06:00:00	1.08644	1.08659	1.08618	1.08624	1863	0	0
2024.07.29	07:00:00	1.08624	1.08640	1.08584	1.08591	1848	0	0
2024.07.29	08:00:00	1.08591	1.08631	1.08575	1.08591	2269	0	0
2024.07.29	09:00:00	1.08592	1.08624	1.08551	1.08581	3120	0	0
2024.07.29	10:00:00	1.08581	1.08599	1.08435	1.08446	4543	0	0
2024.07.29	11:00:00	1.08446	1.08446	1.08318	1.08323	3522	0	0
2024.07.29	12:00:00	1.08323	1.08415	1.08267	1.08373	2555	0	0
2024.07.29	13:00:00	1.08373	1.08421	1.08330	1.08360	2960	0	0
2024.07.29	14:00:00	1.08359	1.08360	1.08168	1.08179	2402	0	0
2024.07.29	15:00:00	1.08179	1.08217	1.08151	1.08162	2739	0	0
2024.07.29	16:00:00	1.08162	1.08175	1.08111	1.08119	2878	0	0
2024.07.29	17:00:00	1.08119	1.08162	1.08029	1.08155	3686	0	0
2024.07.29	18:00:00	1.08155	1.08239	1.08155	1.08190	2857	0	0
2024.07.29	19:00:00	1.08190	1.08239	1.08151	1.08216	2338	0	0
2024.07.29	20:00:00	1.08216	1.08261	1.08196	1.08251	2106	0	0
2024.07.29	21:00:00	1.08251	1.08252	1.08196	1.08216	2341	0	0
2024.07.29	22:00:00	1.08217	1.08257	1.08217	1.08238	2928	0	0
2024.07.29	23:00:00	1.08238	1.08238	1.08197	1.08212	1175	0	0
2024.07.30	00:00:00	1.08212	1.08235	1.08166	1.08227	381	0	6
2024.07.30	01:00:00	1.08227	1.08238	1.08219	1.08224	592	0	0
2024.07.30	02:00:00	1.08224	1.08224	1.08184	1.08193	1134	0	0
2024.07.30	03:00:00	1.08192	1.08202	1.08155	1.08172	2894	0	0
2024.07.30	04:00:00	1.08172	1.08202	1.08144	1.08176	2365	0	0
2024.07.30	05:00:00	1.08175	1.08188	1.08148	1.08181	1918	0	0
2024.07.30	06:00:00	1.08181	1.08225	1.08176	1.08221	1361	0	0
2024.07.30	07:00:00	1.08221	1.08253	1.08220	1.08242	1710	0	0
2024.07.30	08:00:00	1.08242	1.08251	1.08191	1.08206	1508	0	0
2024.07.30	09:00:00	1.08206	1.08247	1.08178	1.08228	2966	0	0
2024.07.30	10:00:00	1.08227	1.08270	1.08166	1.08187	3515	0	0
2024.07.30	11:00:00	1.08186	1.08347	1.08162	1.08288	3895	0	0
2024.07.30	12:00:00	1.08288	1.08352	1.08279	1.08319	3071	0	0
2024.07.30	13:00:00	1.08319	1.08358	1.08318	1.08335	2627	0	0
2024.07.30	14:00:00	1.08335	1.08336	1.08240	1.08244	2103	0	0
2024.07.30	15:00:00	1.08244	1.08261	1.08018	1.08020	3538	0	0
2024.07.30	16:00:00	1.08020	1.08153	1.08018	1.08106	4159	0	0
2024.07.30	17:00:00	1.08107	1.08107	1.07983	1.08052	4989	0	0
2024.07.30	18:00:00	1.08052	1.08111	1.07991	1.08089	4333	0	0
2024.07.30	19:00:00	1.08089	1.08168	1.08069	1.08139	3421	0	0
2024.07.30	20:00:00	1.08139	1.08177	1.08099	1.08144	3412	0	0
2024.07.30	21:00:00	1.08145	1.08162	1.08103	1.08112	2733	0	0
2024.07.30	22:00:00	1.08112	1.08137	1.08094	1.08108	2374	0	0
2024.07.30	23:00:00	1.08108	1.08155	1.08086	1.08143	1241	0	0
2024.07.31	00:00:00	1.08144	1.08149	1.08081	1.08131	426	0	4
2024.07.31	01:00:00	1.08131	1.08168	1.08125	1.08148	1314	0	0
2024.07.31	02:00:00	1.08148	1.08179	1.08143	1.08158	1952	0	0
2024.07.31	03:00:00	1.08158	1.08201	1.08128	1.08200	2829	0	0
2024.07.31	04:00:00	1.08200	1.08245	1.08166	1.08222	3614	0	0
2024.07.31	05:00:00	1.08222	1.08285	1.08202	1.08267	2907	0	0
2024.07.31	06:00:00	1.08267	1.08303	1.08221	1.08222	2476	0	0
2024.07.31	07:00:00	1.08222	1.08262	1.08215	1.08256	2996	0	0
2024.07.31	08:00:00	1.08256	1.08270	1.08203	1.08249	2515	0	0
2024.07.31	09:00:00	1.08252	1.08256	1.08158	1.08254	5030	0	0
2024.07.31	10:00:00	1.08254	1.08254	1.08117	1.08182	5275	0	0
2024.07.31	11:00:00	1.08182	1.08277	1.08066	1.08230	5004	0	0
2024.07.31	12:00:00	1.08230	1.08278	1.08221	1.08261	3151	0	0
2024.07.31	13:00:00	1.08260	1.08354	1.08251	1.08333	2349	0	0
2024.07.31	14:00:00	1.08333	1.08402	1.08270	1.08284	2259	0	0
2024.07.31	15:00:00	1.08284	1.08481	1.08253	1.08410	4927	0	0
2024.07.31	16:00:00	1.08410	1.08495	1.08386	1.08431	4903	0	0
2024.07.31	17:00:00	1.08431	1.08469	1.08174	1.08216	5766	0	0
2024.07.31	18:00:00	1.08217	1.08279	1.08190	1.08232	4343	0	0
2024.07.31	19:00:00	1.08229	1.08232	1.08044	1.08094	3066	0	0
2024.07.31	20:00:00	1.08094	1.08173	1.08059	1.08163	3206	0	0
2024.07.31	21:00:00	1.08167	1.08294	1.08020	1.08269	7046	0	0
2024.07.31	22:00:00	1.08265	1.08330	1.08194	1.08229	5660	0	0
2024.07.31	23:00:00	1.08229	1.08283	1.08171	1.08259	1785	0	0
2024.08.01	00:00:00	1.08252	1.08273	1.08212	1.08266	460	0	4
2024.08.01	01:00:00	1.08265	1.08311	1.08242	1.08244	627	0	0
2024.08.01	02:00:00	1.08244	1.08257	1.08219	1.08240	1786	0	0
2024.08.01	03:00:00	1.08239	1.08302	1.08234	1.08278	3514	0	0
2024.08.01	04:00:00	1.08278	1.08338	1.08270	1.08279	3819	0	0
2024.08.01	05:00:00	1.08277	1.08308	1.08243	1.08263	3874	0	0
2024.08.01	06:00:00	1.08263	1.08347	1.08256	1.08329	2302	0	0
2024.08.01	07:00:00	1.08329	1.08355	1.08265	1.08270	2417	0	0
2024.08.01	08:00:00	1.08270	1.08298	1.08255	1.08274	2544	0	0
2024.08.01	09:00:00	1.08274	1.08279	1.08111	1.08163	4000	0	0
2024.08.01	10:00:00	1.08163	1.08201	1.07993	1.08012	4699	0	0
2024.08.01	11:00:00	1.08011	1.08022	1.07814	1.07845	4044	0	0
2024.08.01	12:00:00	1.07845	1.07863	1.07776	1.07779	3129	0	0
2024.08.01	13:00:00	1.07779	1.07898	1.07779	1.07844	2304	0	0
2024.08.01	14:00:00	1.07844	1.07959	1.07807	1.07919	3671	0	0
2024.08.01	15:00:00	1.07919	1.08086	1.07871	1.07966	5208	0	0
2024.08.01	16:00:00	1.07966	1.08062	1.07872	1.08033	4974	0	0
2024.08.01	17:00:00	1.08033	1.08184	1.07874	1.07922	7101	0	0
2024.08.01	18:00:00	1.07922	1.07947	1.07838	1.07888	5214	0	0
2024.08.01	19:00:00	1.07889	1.07968	1.07804	1.07863	4853	0	0
2024.08.01	20:00:00	1.07863	1.07921	1.07851	1.07917	4092	0	0
2024.08.01	21:00:00	1.07917	1.07920	1.07830	1.07838	3812	0	0
2024.08.01	22:00:00	1.07839	1.07956	1.07827	1.07898	4385	0	0
2024.08.01	23:00:00	1.07898	1.07917	1.07866	1.07913	1451	0	0
2024.08.02	00:00:00	1.07911	1.07926	1.07863	1.07913	840	0	5
2024.08.02	01:00:00	1.07915	1.07935	1.07876	1.07886	1429	0	0
2024.08.02	02:00:00	1.07886	1.07919	1.07861	1.07865	1913	0	0
2024.08.02	03:00:00	1.07864	1.07927	1.07818	1.07911	3237	0	0
2024.08.02	04:00:00	1.07911	1.07939	1.07880	1.07909	2923	0	0
2024.08.02	05:00:00	1.07910	1.07918	1.07846	1.07904	3692	0	0
2024.08.02	06:00:00	1.07903	1.07953	1.07902	1.07932	2626	0	0
2024.08.02	07:00:00	1.07932	1.07988	1.07925	1.07977	2347	0	0
2024.08.02	08:00:00	1.07977	1.08044	1.07956	1.08044	2694	0	0
2024.08.02	09:00:00	1.08043	1.08089	1.07930	1.07964	4718	0	0
2024.08.02	10:00:00	1.07964	1.08044	1.07863	1.08042	6118	0	0
2024.08.02	11:00:00	1.08041	1.08153	1.08033	1.08146	5405	0	0
2024.08.02	12:00:00	1.08146	1.08249	1.08145	1.08204	4019	0	0
2024.08.02	13:00:00	1.08204	1.08246	1.08158	1.08232	4235	0	0
2024.08.02	14:00:00	1.08231	1.08374	1.08231	1.08314	4296	0	0
2024.08.02	15:00:00	1.08314	1.08971	1.08293	1.08912	8333	0	0
2024.08.02	16:00:00	1.08912	1.09066	1.08845	1.09057	8356	0	0
2024.08.02	17:00:00	1.09057	1.09267	1.09003	1.09225	7955	0	0
2024.08.02	18:00:00	1.09225	1.09250	1.09123	1.09134	5963	0	0
2024.08.02	19:00:00	1.09134	1.09149	1.09034	1.09121	6502	0	0
2024.08.02	20:00:00	1.09121	1.09156	1.09073	1.09113	5039	0	0
2024.08.02	21:00:00	1.09113	1.09168	1.09101	1.09129	5089	0	0
2024.08.02	22:00:00	1.09130	1.09167	1.09098	1.09128	3294	0	0
2024.08.02	23:00:00	1.09129	1.09150	1.09081	1.09105	1535	0	0
2024.08.05	00:00:00	1.09240	1.09353	1.09158	1.09193	638	0	21
2024.08.05	01:00:00	1.09196	1.09210	1.09029	1.09064	2170	0	0
2024.08.05	02:00:00	1.09064	1.09116	1.09044	1.09105	4117	0	0
2024.08.05	03:00:00	1.09105	1.09226	1.09069	1.09168	6952	0	0
2024.08.05	04:00:00	1.09168	1.09218	1.09120	1.09189	7148	0	0
2024.08.05	05:00:00	1.09190	1.09240	1.09131	1.09219	4831	0	0
2024.08.05	06:00:00	1.09219	1.09313	1.09210	1.09306	4297	0	0
2024.08.05	07:00:00	1.09307	1.09398	1.09278	1.09326	5902	0	0
2024.08.05	08:00:00	1.09326	1.09387	1.09121	1.09124	7800	0	0
2024.08.05	09:00:00	1.09124	1.09179	1.08928	1.09055	12627	0	0
2024.08.05	10:00:00	1.09053	1.09671	1.09035	1.09490	10222	0	0
2024.08.05	11:00:00	1.09491	1.09751	1.09466	1.09511	7361	0	0
2024.08.05	12:00:00	1.09510	1.09610	1.09450	1.09515	6560	0	0
2024.08.05	13:00:00	1.09515	1.09515	1.09330	1.09485	5880	0	0
2024.08.05	14:00:00	1.09486	1.09649	1.09436	1.09631	6316	0	0
2024.08.05	15:00:00	1.09629	1.10089	1.09618	1.09912	8842	0	0
2024.08.05	16:00:00	1.09912	1.10034	1.09756	1.09794	11285	0	0
2024.08.05	17:00:00	1.09794	1.09801	1.09566	1.09795	10467	0	0
2024.08.05	18:00:00	1.09795	1.09864	1.09560	1.09564	8377	0	0
2024.08.05	19:00:00	1.09564	1.09612	1.09478	1.09601	7956	0	0
2024.08.05	20:00:00	1.09600	1.09645	1.09473	1.09534	7420	0	0
2024.08.05	21:00:00	1.09534	1.09576	1.09492	1.09512	6324	0	0
2024.08.05	22:00:00	1.09512	1.09590	1.09497	1.09590	3893	0	0
2024.08.05	23:00:00	1.09590	1.09603	1.09493	1.09512	2282	0	0
2024.08.06	00:00:00	1.09517	1.09535	1.09395	1.09527	587	0	4
2024.08.06	01:00:00	1.09529	1.09622	1.09526	1.09549	2062	0	0
2024.08.06	02:00:00	1.09549	1.09578	1.09499	1.09506	3806	0	0
2024.08.06	03:00:00	1.09506	1.09632	1.09438	1.09628	7058	0	0
2024.08.06	04:00:00	1.09628	1.09631	1.09501	1.09549	5773	0	0
2024.08.06	05:00:00	1.09549	1.09577	1.09518	1.09520	4683	0	0
2024.08.06	06:00:00	1.09520	1.09563	1.09515	1.09542	3303	0	0
2024.08.06	07:00:00	1.09542	1.09559	1.09497	1.09521	3328	0	0
2024.08.06	08:00:00	1.09521	1.09550	1.09448	1.09466	4929	0	0
2024.08.06	09:00:00	1.09466	1.09486	1.09346	1.09392	7363	0	0
2024.08.06	10:00:00	1.09392	1.09410	1.09221	1.09269	7931	0	0
2024.08.06	11:00:00	1.09269	1.09351	1.09186	1.09278	5999	0	0
2024.08.06	12:00:00	1.09279	1.09279	1.09077	1.09118	5969	0	0
2024.08.06	13:00:00	1.09117	1.09145	1.09042	1.09085	4983	0	0
2024.08.06	14:00:00	1.09085	1.09175	1.09038	1.09168	4517	0	0
2024.08.06	15:00:00	1.09167	1.09180	1.09047	1.09053	5448	0	0
2024.08.06	16:00:00	1.09053	1.09247	1.09053	1.09185	6859	0	0
2024.08.06	17:00:00	1.09187	1.09349	1.09153	1.09338	7109	0	0
2024.08.06	18:00:00	1.09339	1.09342	1.09224	1.09254	5652	0	0
2024.08.06	19:00:00	1.09254	1.09323	1.09208	1.09279	4803	0	0
2024.08.06	20:00:00	1.09278	1.09311	1.09228	1.09260	4559	0	0
2024.08.06	21:00:00	1.09260	1.09338	1.09251	1.09286	3191	0	0
2024.08.06	22:00:00	1.09287	1.09306	1.09228	1.09300	4521	0	0
2024.08.06	23:00:00	1.09300	1.09321	1.09276	1.09313	2460	0	0
2024.08.07	00:00:00	1.09284	1.09310	1.09219	1.09286	1134	0	6
2024.08.07	01:00:00	1.09277	1.09317	1.09275	1.09296	1724	0	0
2024.08.07	02:00:00	1.09296	1.09304	1.09239	1.09259	1909	0	0
2024.08.07	03:00:00	1.09259	1.09304	1.09233	1.09298	3819	0	0
2024.08.07	04:00:00	1.09298	1.09305	1.09110	1.09183	5428	0	0
2024.08.07	05:00:00	1.09184	1.09195	1.09123	1.09164	4821	0	0
2024.08.07	06:00:00	1.09164	1.09177	1.09119	1.09159	2905	0	0
2024.08.07	07:00:00	1.09159	1.09170	1.09117	1.09117	3425	0	0
2024.08.07	08:00:00	1.09116	1.09131	1.09070	1.09104	4059	0	0
2024.08.07	09:00:00	1.09104	1.09154	1.09055	1.09152	4894	0	0
2024.08.07	10:00:00	1.09152	1.09281	1.09129	1.09224	5521	0	0
2024.08.07	11:00:00	1.09224	1.09280	1.09185	1.09189	5066	0	0
2024.08.07	12:00:00	1.09189	1.09197	1.09086	1.09137	4294	0	0
2024.08.07	13:00:00	1.09137	1.09234	1.09097	1.09181	3640	0	0
2024.08.07	14:00:00	1.09180	1.09267	1.09179	1.09234	3492	0	0
2024.08.07	15:00:00	1.09234	1.09259	1.09135	1.09220	4351	0	0
2024.08.07	16:00:00	1.09221	1.09266	1.09126	1.09188	4189	0	0
2024.08.07	17:00:00	1.09188	1.09342	1.09188	1.09319	4720	0	0
2024.08.07	18:00:00	1.09319	1.09367	1.09241	1.09247	3765	0	0
2024.08.07	19:00:00	1.09247	1.09271	1.09212	1.09223	3401	0	0
2024.08.07	20:00:00	1.09223	1.09272	1.09177	1.09223	4442	0	0
2024.08.07	21:00:00	1.09223	1.09240	1.09176	1.09223	4028	0	0
2024.08.07	22:00:00	1.09223	1.09269	1.09214	1.09234	4057	0	0
2024.08.07	23:00:00	1.09234	1.09235	1.09201	1.09235	1934	0	0
2024.08.08	00:00:00	1.09210	1.09238	1.09180	1.09233	663	0	9
2024.08.08	01:00:00	1.09236	1.09271	1.09226	1.09269	1002	0	0
2024.08.08	02:00:00	1.09269	1.09340	1.09267	1.09275	1929	0	0
2024.08.08	03:00:00	1.09275	1.09326	1.09260	1.09283	4268	0	0
2024.08.08	04:00:00	1.09283	1.09310	1.09236	1.09278	3580	0	0
2024.08.08	05:00:00	1.09278	1.09352	1.09267	1.09338	3338	0	0
2024.08.08	06:00:00	1.09338	1.09356	1.09300	1.09351	2671	0	0
2024.08.08	07:00:00	1.09351	1.09378	1.09310	1.09317	3217	0	0
2024.08.08	08:00:00	1.09317	1.09360	1.09300	1.09359	3412	0	0
2024.08.08	09:00:00	1.09358	1.09448	1.09337	1.09429	4727	0	0
2024.08.08	10:00:00	1.09429	1.09452	1.09340	1.09400	5818	0	0
2024.08.08	11:00:00	1.09401	1.09445	1.09356	1.09371	3636	0	0
2024.08.08	12:00:00	1.09371	1.09398	1.09262	1.09270	3448	0	0
2024.08.08	13:00:00	1.09270	1.09288	1.09211	1.09254	2886	0	0
2024.08.08	14:00:00	1.09254	1.09335	1.09233	1.09305	3703	0	0
2024.08.08	15:00:00	1.09305	1.09326	1.08917	1.08976	5875	0	0
2024.08.08	16:00:00	1.08977	1.09064	1.08816	1.08929	6323	0	0
2024.08.08	17:00:00	1.08929	1.09079	1.08914	1.09065	5886	0	0
2024.08.08	18:00:00	1.09065	1.09146	1.09056	1.09131	5239	0	0
2024.08.08	19:00:00	1.09131	1.09147	1.09052	1.09088	3912	0	0
2024.08.08	20:00:00	1.09088	1.09164	1.09075	1.09128	3806	0	0
2024.08.08	21:00:00	1.09128	1.09189	1.09111	1.09185	2544	0	0
2024.08.08	22:00:00	1.09184	1.09184	1.09135	1.09161	3244	0	0
2024.08.08	23:00:00	1.09161	1.09191	1.09161	1.09188	829	0	0
2024.08.09	00:00:00	1.09185	1.09185	1.09097	1.09166	373	0	4
2024.08.09	01:00:00	1.09166	1.09191	1.09158	1.09186	1057	0	0
2024.08.09	02:00:00	1.09187	1.09196	1.09146	1.09151	2021	0	0
2024.08.09	03:00:00	1.09151	1.09162	1.09116	1.09131	4175	0	0
2024.08.09	04:00:00	1.09131	1.09190	1.09119	1.09180	2969	0	0
2024.08.09	05:00:00	1.09180	1.09246	1.09159	1.09215	2826	0	0
2024.08.09	06:00:00	1.09215	1.09242	1.09205	1.09230	2153	0	0
2024.08.09	07:00:00	1.09230	1.09242	1.09201	1.09202	2487	0	0
2024.08.09	08:00:00	1.09202	1.09215	1.09183	1.09195	2567	0	0
2024.08.09	09:00:00	1.09195	1.09282	1.09177	1.09275	3032	0	0
2024.08.09	10:00:00	1.09275	1.09292	1.09204	1.09219	3701	0	0
2024.08.09	11:00:00	1.09219	1.09226	1.09131	1.09177	4120	0	0
2024.08.09	12:00:00	1.09178	1.09260	1.09174	1.09197	3189	0	0
